name.unique	san	url	last_move_number
Zukertort Opening: Ampel Variation	1. Nf3 d5 2. Rg1	https://lichess.org/5RowxToH	3
Zukertort Opening: Old Indian Attack	1. Nf3 d5 2. d3	https://lichess.org/BDm1TgAi	3
Zukertort Opening: Pachman Gambit	1. Nf3 d5 2. e3 c5 3. c4 dxc4 4. b3	https://lichess.org/ihyVkZYg	7
Zukertort Opening: Regina-Nu Gambit	1. Nf3 d5 2. b3 c5 3. c4 dxc4 4. Nc3	https://lichess.org/T5n0Gkcf	7
Zukertort Opening: Santasiere's Folly	1. b4 d5 2. Nf3	https://lichess.org/O61PF0Yy	3
Zukertort Opening: Tennison Gambit	1. e4 d5 2. Nf3	https://lichess.org/WRtSd8Ip	3
Zukertort Opening: The Potato	1. Nf3 d5 2. a4	https://lichess.org/OdmHfSVx	3
English Opening: Anglo-Indian Defense, Grünfeld Formation	1. g3 d5 2. Nf3 g6 3. c4 Nf6	https://lichess.org/rWAidopB	6
Hungarian Opening: Wiedenhagen-Beta Gambit	1. g3 d5 2. Nf3 g5	https://lichess.org/zPRNXspQ	4
King's Indian Attack 2	1. Nf3 d5 2. g3	https://lichess.org/SnmhbYgs	3
King's Indian Attack: Double Fianchetto	1. Nf3 d5 2. g3 g6	https://lichess.org/5Ae5Fv2G	4
King's Indian Attack: Keres Variation 1	1. Nf3 d5 2. g3 Bg4	https://lichess.org/Hw2h9XgC	4
King's Indian Attack: Keres Variation 2	1. Nf3 d5 2. g3 Bg4 3. Bg2 Nd7	https://lichess.org/RT7YbuI3	6
King's Indian Attack: Omega-Delta Gambit	1. Nf3 d5 2. g3 e5	https://lichess.org/P1Izr6Go	4
King's Indian Attack: Pachman System	1. Nf3 d5 2. g3 g6 3. Bg2 Bg7 4. O-O e5 5. d3 Ne7	https://lichess.org/OanQ8Mqd	10
King's Indian Attack: Sicilian Variation 1	1. Nf3 d5 2. g3 c5	https://lichess.org/ZzQpmIuX	4
King's Indian Attack: Yugoslav Variation	1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bg4	https://lichess.org/dZAUbp4E	8
King's Indian Attack: French Variation	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6	https://lichess.org/nzP01nfw	6
King's Indian Attack: Sicilian Variation 2	1. e4 e6 2. d3 d5 3. Nd2 Nf6 4. Ngf3 c5 5. g3 Nc6 6. Bg2 Be7 7. O-O O-O 8. Re1	https://lichess.org/aIHqMcdj	15
King's Indian Attack: Sicilian Variation 3	1. Nf3 d5 2. g3 c5 3. Bg2	https://lichess.org/8hiqJxKt	5
Zukertort Opening: Grünfeld Reversed	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6 4. d4 e6 5. O-O	https://lichess.org/QSqE8mS9	9
Réti Opening	1. Nf3 d5 2. c4	https://lichess.org/uGPttFGm	3
Réti Opening: Advance Variation	1. Nf3 d5 2. c4 d4	https://lichess.org/RYHnsH7W	4
Réti Opening: Advance Variation, Michel Gambit	1. Nf3 d5 2. c4 d4 3. b4 c5	https://lichess.org/lhyDKPUU	6
Réti Opening: Penguin Variation	1. Nf3 d5 2. c4 d4 3. Rg1	https://lichess.org/JJK8Aj2c	5
Réti Opening: Reversed Blumenfeld Gambit	1. Nf3 d5 2. c4 d4 3. e3 c5 4. b4	https://lichess.org/p12kHjKy	7
Réti Opening: Réti Accepted	1. Nf3 d5 2. c4 dxc4	https://lichess.org/iNbnbPnS	4
Réti Opening: Réti Gambit, Keres Variation	1. Nf3 d5 2. c4 dxc4 3. e3 Be6	https://lichess.org/0OPqRdWr	6
Réti Opening: Zilbermints Gambit	1. Nf3 d5 2. c4 b5	https://lichess.org/VqtXKMFK	4
Dutch Defense: Krause Variation	1. c4 f5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 d6	https://lichess.org/60sjbvzU	8
English Opening	1. c4	https://lichess.org/B6T0tkpV	1
English Opening: Adorjan Defense	1. c4 g6 2. e4 e5	https://lichess.org/yTBhQUdy	4
English Opening: Anglo-Dutch Defense	1. c4 f5	https://lichess.org/Hcnj2F21	2
English Opening: Anglo-Dutch Defense, Hickmann Gambit	1. c4 f5 2. e4	https://lichess.org/AOKPuhIH	3
English Opening: Anglo-Dutch Variation, Chabanon Gambit	1. c4 f5 2. Nf3 d6 3. e4	https://lichess.org/blQaoFVv	5
English Opening: Anglo-Dutch Variation, Ferenc Gambit	1. c4 f5 2. Nc3 Nf6 3. e4	https://lichess.org/AhhxJftF	5
English Opening: Anglo-Lithuanian Variation	1. c4 Nc6	https://lichess.org/i73n86jZ	2
English Opening: Anglo-Scandinavian Defense	1. c4 d5	https://lichess.org/nrzyCUkT	2
English Opening: Anglo-Scandinavian Defense, Löhn Gambit	1. c4 d5 2. cxd5 e6	https://lichess.org/Hw0VTurT	4
English Opening: Anglo-Scandinavian Defense, Malvinas Variation	1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qa5	https://lichess.org/B7vVbIFq	6
English Opening: Anglo-Scandinavian Defense, Schulz Gambit	1. c4 d5 2. cxd5 Nf6	https://lichess.org/7LNoW4iT	4
English Opening: Great Snake Variation	1. c4 g6	https://lichess.org/8gm1r3Nq	2
English Opening: Jaenisch Gambit	1. c4 b5	https://lichess.org/m06TBXDo	2
English Opening: King's English Variation, Botvinnik System, Prickly Pawn Pass System	1. c4 g6 2. Nc3 Bg7 3. g3 Nf6 4. Bg2 O-O 5. e4 d6 6. Nge2 e5 7. O-O c6 8. d3 a6	https://lichess.org/JJqW97pv	16
English Opening: Myers Variation	1. c4 g5 2. d4 Bg7	https://lichess.org/Daszfare	4
English Opening: Porcupine Variation	1. c4 f5 2. Nc3 Nf6 3. e4 fxe4 4. g4	https://lichess.org/tbyrH8EL	7
English Opening: Wade Gambit	1. c4 f5 2. g4	https://lichess.org/5ANqLuJl	3
English Opening: Zilbermints Gambit	1. c4 g5 2. d4 e5	https://lichess.org/Rzg38R3g	4
King's Indian Defense: Semi-Classical Variation, Exchange Variation	1. c4 g6 2. Nc3 Bg7 3. e3 Nf6 4. d4 O-O 5. Nf3 d6 6. Be2 Nbd7 7. O-O e5 8. dxe5 dxe5	https://lichess.org/JNVp2Z5U	16
Modern Defense: Averbakh Variation, Pseudo-Sämisch	1. c4 g6 2. e4 Bg7 3. d4 d6 4. Be3 Nf6 5. f3	https://lichess.org/UjcmsXex	9
Modern Defense: Neo-Modern Defense	1. c4 g6 2. e4 Bg7 3. d4 e5	https://lichess.org/3aZhTgLH	6
English Opening: Caro-Kann Defensive System	1. c4 c6	https://lichess.org/9wpPgZiL	2
Réti Opening: Anglo-Slav Variation, Bled Variation	1. Nf3 d5 2. b3 Nf6 3. Bb2 g6 4. c4 c6	https://lichess.org/srCNnMqm	8
Réti Opening: Anglo-Slav Variation, Bogoljubov Variation 1	1. Nf3 d5 2. c4 c6 3. b3	https://lichess.org/OI80wjhF	5
Réti Opening: Anglo-Slav Variation, Bogoljubov Variation 2	1. Nf3 d5 2. c4 c6 3. b3 Bg4	https://lichess.org/eirR5hRM	6
Réti Opening: Anglo-Slav Variation, Bogoljubov Variation 3	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2	https://lichess.org/YnWWJdU4	7
Réti Opening: Anglo-Slav Variation, Capablanca Variation	1. c4 Nf6 2. Nf3 c6 3. b3 d5 4. Bb2 Bg4	https://lichess.org/TFtVUMVb	8
Réti Opening: Anglo-Slav Variation, London Defensive System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bf5	https://lichess.org/bA8DYtSD	8
Réti Opening: Anglo-Slav Variation, New York System	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2 Bf5	https://lichess.org/xco3FqQ5	8
Réti Opening: Anglo-Slav Variation, Torre System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bg4	https://lichess.org/7ml36hsX	8
English Opening: Agincourt Defense 1	1. c4 e6	https://lichess.org/hozycwbV	2
English Opening: Agincourt Defense 2	1. c4 e6 2. Nf3	https://lichess.org/x0xqgAh6	3
English Opening: Agincourt Defense 3	1. c4 e6 2. Nf3 d5	https://lichess.org/mwFYDwJJ	4
English Opening: Agincourt Defense, Bogoljubov Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Bd6	https://lichess.org/KUzveTKN	8
English Opening: Agincourt Defense, Catalan Defense 1	1. Nf3 d5 2. c4 e6 3. g3 b6 4. Bg2 Bb7 5. O-O	https://lichess.org/kPkkhBUI	9
English Opening: Agincourt Defense, Catalan Defense 2	1. Nf3 d5 2. c4 e6 3. g3 c5	https://lichess.org/3IVGYACi	6
English Opening: Agincourt Defense, Catalan Defense Accepted	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4	https://lichess.org/2KIKE0fK	8
English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 c6	https://lichess.org/zKT3SKiN	8
English Opening: Agincourt Defense, Kurajica Defense	1. Nf3 d5 2. c4 e6 3. g3 c6	https://lichess.org/YJLr1hOy	6
English Opening: Agincourt Defense, Tarrasch Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. b3 c5 5. Bg2 Nc6 6. O-O Be7	https://lichess.org/PXX6bAYW	12
English Opening: Agincourt Defense, Wimpy System	1. Nf3 Nf6 2. c4 e6 3. b3 d5 4. Bb2 c5 5. e3	https://lichess.org/w0F7j6Q8	9
English Opening: Neo-Catalan	1. Nf3 Nf6 2. c4 e6 3. g3 d5	https://lichess.org/qmuKrDTF	6
English Opening: Neo-Catalan Declined	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7	https://lichess.org/fj8RMEGj	8
English Opening: Romanishin Gambit	1. Nf3 Nf6 2. c4 e6 3. g3 a6 4. Bg2 b5	https://lichess.org/1DQxvYZd	8
Horwitz Defense: Zilbermints Gambit	1. c4 e6 2. d4 e5	https://lichess.org/74iFFood	4
English Opening: Agincourt Defense, Keres Defense	1. c4 c5 2. Nf3 Nf6 3. Nc3 e6 4. g3 d5 5. cxd5 Nxd5 6. Bg2 Nc6 7. O-O Be7	https://lichess.org/eXyK3s6L	14
English Opening: Agincourt Defense, Neo-Catalan Declined	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. O-O	https://lichess.org/AhBT64s6	9
Réti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line	1. Nf3 d5 2. c4 e6 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3 c6 7. Bb2	https://lichess.org/MwngHfKR	13
English Opening: Anglo-Indian Defense	1. c4 Nf6	https://lichess.org/ERwF3b4o	2
English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld	1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4	https://lichess.org/5AB2YAVL	7
English Opening: Anglo-Indian Defense, King's Indian Formation	1. Nf3 Nf6 2. c4 g6	https://lichess.org/r7P4LBk1	4
English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto	1. Nf3 Nf6 2. c4 b6 3. g3 Bb7 4. Bg2 g6	https://lichess.org/37rXgUm0	8
English Opening: Anglo-Indian Defense, King's Knight Variation	1. Nf3 Nf6 2. c4	https://lichess.org/6k0y3dC4	3
English Opening: Anglo-Indian Defense, Old Indian Formation	1. Nf3 Nf6 2. c4 d6	https://lichess.org/bGph75gY	4
English Opening: Anglo-Indian Defense, Queen's Indian Formation 1	1. Nf3 Nf6 2. c4 b6	https://lichess.org/9gYYmw5m	4
English Opening: Anglo-Indian Defense, Queen's Indian Formation 2	1. Nf3 Nf6 2. c4 e6 3. g3 b6 4. Bg2 Bb7	https://lichess.org/3AoJaIfS	8
English Opening: Anglo-Indian Defense, Romanishin Variation	1. Nf3 Nf6 2. c4 e6 3. g3 a6	https://lichess.org/fkmmeXPK	6
English Opening: Anglo-Indian Defense, Scandinavian Defense	1. Nf3 Nf6 2. c4 d5	https://lichess.org/OhBtHh0j	4
English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation	1. Nf3 Nf6 2. c4 d5 3. cxd5 Nxd5	https://lichess.org/7MBGE1tM	6
English Opening: Anglo-Indian Defense, Slav Formation	1. Nf3 Nf6 2. c4 g6 3. g3 c6	https://lichess.org/Z0ws3WEG	6
English Orangutan	1. c4 Nf6 2. b4	https://lichess.org/F32BpT7V	3
Polish Opening: King's Indian Variation, Sokolsky Attack	1. Nf3 Nf6 2. c4 g6 3. b4 Bg7 4. Bb2 O-O 5. e3 d6 6. d4	https://lichess.org/NWJrdpBp	11
English Opening: Anglo-Grünfeld Defense	1. c4 Nf6 2. Nc3 d5	https://lichess.org/3CHVHmNC	4
English Opening: Anglo-Grünfeld Defense, Korchnoi Variation	1. Nf3 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. g3 Bg7 6. Bg2 e5	https://lichess.org/PDtbTOOn	12
English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation 1	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3	https://lichess.org/pFOTxxdi	7
English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation 2	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nb6	https://lichess.org/V5uDdx8g	10
English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation 3	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nxc3	https://lichess.org/DUnPJbeW	10
English Opening: Anglo-Indian Defense, Queen's Knight Variation	1. c4 Nf6 2. Nc3	https://lichess.org/VuZ2VsIV	3
English Opening: Anglo-Indian Defense, Hedgehog System	1. c4 Nf6 2. Nc3 e6	https://lichess.org/2yjq98Q6	4
English Opening: Anglo-Indian Defense, Nimzo-English	1. Nf3 Nf6 2. c4 e6 3. Nc3 Bb4	https://lichess.org/9vGMnSHL	6
English Opening: Anglo-Indian Defense, Queen's Indian Formation 3	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6	https://lichess.org/Cm5u0Tqm	6
English Opening: Anglo-Indian Defense, Queen's Indian Variation	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6 4. e4 Bb7 5. Bd3	https://lichess.org/n2TU4KjT	9
English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack	1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4 4. g4	https://lichess.org/r8MSoJhS	7
English Opening: Mikenas-Carls Variation 1	1. c4 Nf6 2. Nc3 e6 3. e4	https://lichess.org/H2cMP2gu	5
English Opening: Mikenas-Carls Variation 2	1. c4 Nf6 2. Nc3 e6 3. e4 Nc6	https://lichess.org/Sp0TeStk	6
English Opening: Mikenas-Carls Variation 3	1. c4 Nf6 2. Nc3 e6 3. e4 d5 4. e5	https://lichess.org/k7ujrzpp	7
English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit	1. c4 Nf6 2. Nc3 e6 3. e4 c5 4. e5 Ng8	https://lichess.org/UCI4L7fp	8
English Opening: Mikenas-Carls, Sicilian	1. c4 Nf6 2. Nc3 e6 3. e4 c5	https://lichess.org/4HPlS4cp	6
English Opening: Drill Variation	1. c4 e5 2. g3 h5	https://lichess.org/ZLjESTF4	4
English Opening: King's English Variation 1	1. c4 e5	https://lichess.org/PwzAVsxI	2
English Opening: King's English Variation, Kahiko-Hula Gambit	1. c4 e5 2. e3 Nf6 3. f4 exf4 4. Nf3	https://lichess.org/rWlquPBO	7
English Opening: King's English Variation, Nimzowitsch Variation	1. c4 e5 2. Nf3	https://lichess.org/rX5cirLJ	3
English Opening: King's English Variation, Nimzowitsch-Flohr Variation	1. c4 e5 2. Nf3 e4	https://lichess.org/aukxGBIZ	4
English Opening: King's English Variation 2	1. c4 e5 2. Nc3 d6 3. Nf3	https://lichess.org/ApLreCHH	5
English Opening: King's English Variation, Keres Defense	1. c4 e5 2. Nc3 d6 3. g3 c6	https://lichess.org/KekTCOrW	6
English Opening: King's English Variation, Kramnik-Shirov Counterattack	1. c4 e5 2. Nc3 Bb4	https://lichess.org/lMILfPnI	4
English Opening: King's English Variation, Reversed Sicilian	1. c4 e5 2. Nc3	https://lichess.org/HeHh6jNW	3
English Opening: King's English Variation, Smyslov Defense	1. c4 e5 2. Nc3 d6 3. Nf3 Bg4	https://lichess.org/NoQYWJBn	6
English Opening: King's English Variation, Troger Defense	1. c4 e5 2. Nc3 Nc6 3. g3 d6 4. Bg2 Be6	https://lichess.org/YFDpgnmK	8
English Opening: Carls-Bremen System	1. c4 e5 2. Nc3 Nf6 3. g3	https://lichess.org/raXoEwCs	5
English Opening: King's English Variation, Bellon Gambit	1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5	https://lichess.org/LohFE4aS	8
English Opening: King's English Variation, Two Knights Variation	1. c4 e5 2. Nc3 Nf6	https://lichess.org/6re5hxHn	4
English Opening: King's English Variation, Two Knights Variation, Reversed Dragon	1. c4 e5 2. Nc3 Nf6 3. g3 d5	https://lichess.org/3POkzR9Z	6
English Opening: King's English Variation, Two Knights Variation, Smyslov System	1. c4 e5 2. Nc3 Nf6 3. g3 Bb4	https://lichess.org/IYbar32Y	6
English Opening: King's English, Erbenheimer Gambit	1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 Ng4	https://lichess.org/LAqf5CS8	8
English Opening: King's English, Mazedonisch	1. c4 e5 2. Nc3 Nf6 3. f4	https://lichess.org/h1Wp1bk6	5
English Opening: King's English Variation, Two Knights Variation, Keres Variation	1. c4 e5 2. Nc3 Nf6 3. g3 c6	https://lichess.org/ZaWKDlld	6
English Opening: King's English Variation, Two Knights Variation, Fianchetto Line	1. c4 e5 2. Nc3 Nf6 3. g3 g6	https://lichess.org/OPNLM5ir	6
English Opening: Closed, Taimanov Variation 1	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Rb1 Nh6 5. Bg2 Bg7	https://lichess.org/9PLBweBe	10
English Opening: Closed, Taimanov Variation 2	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6	https://lichess.org/MlzlFKta	12
English Opening: King's English Variation, Bremen-Hort Variation	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6	https://lichess.org/AkWwHBgX	12
English Opening: King's English Variation, Closed System	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3	https://lichess.org/KvM3fVnN	9
English Opening: King's English Variation, Hungarian Attack	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1	https://lichess.org/IRXA5NZt	9
English Opening: King's English Variation, Reversed Closed Sicilian	1. c4 e5 2. Nc3 Nc6	https://lichess.org/NjcTCNoL	4
English Opening: King's English Variation, Taimanov Variation	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7	https://lichess.org/WtyAESeK	8
English Opening: King's English Variation, Botvinnik System	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4	https://lichess.org/prhDGxiZ	11
English Opening: King's English Variation, Closed System, Full Symmetry	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6	https://lichess.org/yvB0XA7F	10
English Opening: King's English Variation, Three Knights System	1. c4 e5 2. Nc3 Nc6 3. Nf3	https://lichess.org/ZB4B0GGx	5
English Opening: Four Knights System, Nimzowitsch Variation	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e4	https://lichess.org/LmSIijHW	7
English Opening: King's English Variation, Four Knights Variation 1	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6	https://lichess.org/q7a1sVCv	6
English Opening: King's English Variation, Four Knights Variation 2	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 Bxc3+ 8. bxc3 Ne5	https://lichess.org/MVu9fAhB	16
English Opening: King's English Variation, Four Knights Variation, Bradley Beach Variation	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 e4	https://lichess.org/t7FXI4dM	8
English Opening: King's English Variation, Four Knights Variation, Flexible Line	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d3	https://lichess.org/TKmvYcZo	7
English Opening: King's English Variation, Four Knights Variation, Korchnoi Line	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. a3	https://lichess.org/21UAKW8b	7
English Opening: King's English Variation, Four Knights Variation, Quiet Line 1	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3	https://lichess.org/6mz2ImUN	7
English Opening: King's English Variation, Four Knights Variation, Quiet Line 2	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 Bxc3	https://lichess.org/DQrdYOI7	10
English Opening: King's English Variation, Four Knights Variation, Quiet Line 3	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 O-O 6. Nd5 Re8 7. Qf5	https://lichess.org/uDM5mJzO	13
English Opening: King's English Variation, Four Knights Variation, Fianchetto Line	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. g3	https://lichess.org/16D643Uu	7
English Opening: Symmetrical Variation	1. c4 c5	https://lichess.org/b6GEcWj4	2
English Opening: Symmetrical Variation, Hedgehog Defense	1. Nf3 Nf6 2. c4 c5 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7	https://lichess.org/IfPSzMQv	12
English Opening: Symmetrical Variation, Napolitano Gambit	1. c4 c5 2. Nf3 Nf6 3. b4	https://lichess.org/wv74dMaD	5
English Opening: Symmetrical, Hedgehog, Flexible Formation	1. Nf3 c5 2. c4 Nf6 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7 7. d4 cxd4 8. Qxd4 d6 9. Rd1 a6 10. b3 Nbd7	https://lichess.org/8JQUkcX7	20
English Opening: Wing Gambit	1. c4 c5 2. b4	https://lichess.org/jIhyV8QS	3
English Opening: Symmetrical Variation, Anti-Benoni Variation	1. d4 Nf6 2. c4 c5 3. Nf3	https://lichess.org/ByyoWoda	5
English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense 1	1. d4 Nf6 2. c4 c5 3. Nf3 cxd4 4. Nxd4 e6	https://lichess.org/xBlJ352A	8
English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation	1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6 6. g3 Qb6	https://lichess.org/OW7Y3W9T	12
English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense 2	1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6	https://lichess.org/EjVMlBro	10
English Opening: Symmetrical Variation, Fianchetto Variation 1	1. c4 Nf6 2. Nc3 c5 3. g3	https://lichess.org/ppe76hVT	5
English Opening: Symmetrical Variation, Normal Variation	1. c4 c5 2. Nc3	https://lichess.org/9pG80JQW	3
English Opening: Symmetrical Variation, Rubinstein Variation	1. c4 Nf6 2. Nc3 c5 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7	https://lichess.org/loS2znK6	10
English Opening: Symmetrical Variation, Three Knights Variation	1. Nf3 Nf6 2. c4 c5 3. Nc3 d5 4. cxd5 Nxd5	https://lichess.org/vbg0gLgG	8
English Opening: Symmetrical Variation, Four Knights Variation	1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6	https://lichess.org/69dFkgqx	6
English Opening: Symmetrical Variation, Two Knights Variation	1. c4 c5 2. Nc3 Nc6	https://lichess.org/A67YzMEy	4
English Opening: Symmetrical Variation, Botvinnik System	1. e4 c5 2. c4 Nc6 3. Nc3 g6 4. g3 Bg7 5. Bg2	https://lichess.org/UCmy2D49	9
English Opening: Symmetrical Variation, Botvinnik System Reversed 1	1. c4 c5 2. Nc3 g6 3. g3 Bg7 4. Bg2 Nc6 5. e3 e5	https://lichess.org/vsIf6DLL	10
English Opening: Symmetrical Variation, Fianchetto Variation 2	1. c4 c5 2. Nc3 Nc6 3. g3	https://lichess.org/hhTusROm	5
English Opening: Symmetrical Variation, Symmetrical Variation	1. c4 c5 2. g3 g6 3. Bg2 Bg7 4. Nc3 Nc6	https://lichess.org/gtRYbQ63	8
English Opening: Symmetrical Variation, Botvinnik System Reversed 2	1. Nf3 c5 2. c4 Nc6 3. Nc3 e5 4. g3 g6 5. Bg2 Bg7	https://lichess.org/1G5uGvuc	10
English Opening: Symmetrical Variation, Two Knights Line	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3	https://lichess.org/hCvAVjZh	9
English Opening: Symmetrical Variation, Double Fianchetto	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3	https://lichess.org/kqJ1SbNy	13
English Opening: Symmetrical Variation, Duchamp Variation	1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. c4 c5 6. Nc3 Nc6 7. d3	https://lichess.org/2kDXIbQR	13
English Opening: Symmetrical Variation, Full Symmetry Line	1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7	https://lichess.org/WhJfg8e6	10
English Opening: Symmetrical Variation, Mecking Variation	1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. d4	https://lichess.org/NpSMXTKA	13
Australian Defense	1. d4 Na6	https://lichess.org/YjwQ63Yy	2
Benoni Defense: Franco-Sicilian Hybrid	1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. Nf3 Ne7	https://lichess.org/xazZ1Mi4	14
Borg Defense: Borg Gambit 1	1. d4 g5	https://lichess.org/Tfl9iPYy	2
Colle System: Pterodactyl Variation	1. d4 g6 2. Nf3 Bg7 3. e3 c5 4. Bd3 Qa5+	https://lichess.org/vzcH67Bt	8
Colle System: Siroccopteryx Variation	1. d4 g6 2. Nf3 Bg7 3. e3 c5 4. Bd3 cxd4 5. Nxd4 Qa5+	https://lichess.org/64Gx2XHi	10
Dutch Defense: Senechaud Gambit	1. d4 e6 2. Bf4 f5 3. g4	https://lichess.org/7ZeVYgnP	5
Dutch Defense: Stonewall Variation, Modern Variation	1. d4 e6 2. Nf3 f5 3. g3 Nf6 4. Bg2 d5 5. O-O Bd6 6. c4 c6	https://lichess.org/10kAt08f	12
English Defense 1	1. d4 b6	https://lichess.org/GwVlV5DV	2
English Defense 2	1. d4 e6 2. c4 b6	https://lichess.org/n9O4ZZnF	4
English Defense: Blumenfeld-Hiva Gambit	1. d4 b6 2. c4 c5 3. d5 e6 4. e4 b5 5. cxb5 f5	https://lichess.org/2uSISQ5p	10
English Defense: Eastbourne Gambit	1. d4 b6 2. c4 Bb7 3. Nc3 e5	https://lichess.org/ENjmwtML	6
English Defense: Hartlaub Gambit Accepted	1. c4 e6 2. d4 b6 3. Nc3 Bb7 4. e4 f5 5. exf5 Nf6	https://lichess.org/nOLnfClY	10
English Defense: Hartlaub Gambit Declined	1. c4 e6 2. d4 b6 3. Nc3 Bb7 4. e4 f5 5. d5	https://lichess.org/WVQbMG45	9
English Defense: Perrin Variation	1. d4 e6 2. c4 b6 3. e4 Bb7 4. Bd3 Nc6	https://lichess.org/ZwNxZKC4	8
