name.unique	san	url	last_move_number
French Defense: Rubinstein Variation, Capablanca Line	1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nxf6+ Nxf6 7. Ne5	https://lichess.org/XNzhIf36	13
French Defense: Rubinstein Variation, Ellis Gambit	1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 e5	https://lichess.org/RlGksGJ7	8
French Defense: Rubinstein Variation, Fort Knox Variation	1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bd7 5. Nf3 Bc6	https://lichess.org/dYudrRuy	10
French Defense: Rubinstein Variation, Kasparov Attack	1. e4 e6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nxf6+ Nxf6 7. c3	https://lichess.org/t52A1560	13
French Defense: Rubinstein Variation, Maric Variation	1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Qd5	https://lichess.org/bMvp3UsU	8
Sicilian Defense: Marshall Gambit	1. e4 c5 2. Nc3 e6 3. d4 d5	https://lichess.org/ZnRnrBSP	6
French Defense: Burn Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5	https://lichess.org/9Fr5E4Kk	7
French Defense: Classical Variation 1	1. e4 e6 2. d4 d5 3. Nc3 Nf6	https://lichess.org/N2Z5AxEI	6
French Defense: Classical Variation, Burn Variation, Main Line	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 Bxf6 7. Nf3 O-O	https://lichess.org/ZCoFt43O	14
French Defense: Classical Variation, Burn Variation, Morozevich Line	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 gxf6	https://lichess.org/jJgGS7WL	12
French Defense: Classical Variation, Delayed Exchange Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. exd5	https://lichess.org/p4D5mJea	7
French Defense: Classical Variation, Steinitz Variation 1	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5	https://lichess.org/uNnG1t6Q	7
French Defense: Classical Variation, Swiss Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bd3	https://lichess.org/qo2wUZ2X	7
French Defense: Henneberger Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Be3	https://lichess.org/JfoEwEgG	7
French Defense: Steinitz Variation 1	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Nc6	https://lichess.org/5lgtdYU6	12
French Defense: Steinitz Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3	https://lichess.org/e3PFGf6r	11
French Defense: Steinitz Variation, Boleslavsky Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3	https://lichess.org/V6vBlktP	13
French Defense: Steinitz Variation, Bradford Attack Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Bxc5 7. Qg4	https://lichess.org/iruSUL3k	13
French Defense: Steinitz Variation, Brodsky-Jones Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Nc6 7. a3 Bxc5 8. Qg4 O-O 9. Nf3 f6	https://lichess.org/iOC1iPG4	18
French Defense: Steinitz Variation, Gledhill Attack	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Qg4	https://lichess.org/KZIEeqFW	9
French Defense: MacCutcheon Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4	https://lichess.org/qrccHOG8	8
French Defense: MacCutcheon Variation, Advance Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5	https://lichess.org/Z0v5Fwtf	9
French Defense: MacCutcheon Variation, Bernstein Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bh4	https://lichess.org/LRmq4EM2	11
French Defense: MacCutcheon Variation, Bogoljubov Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. exd5 Qxd5 6. Bxf6 gxf6 7. Qd2 Qa5	https://lichess.org/7VXq0rBI	14
French Defense: MacCutcheon Variation, Chigorin Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. exf6	https://lichess.org/MwzG4u84	11
French Defense: MacCutcheon Variation, Dr. Olland Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bc1	https://lichess.org/DaEZSEWs	11
French Defense: MacCutcheon Variation, Duras Variation	1. e4 e6 2. Nc3 d5 3. d4 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4 8. Qg4 Kf8 9. Bc1	https://lichess.org/07LC8atu	17
French Defense: MacCutcheon Variation, Exchange Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. exd5	https://lichess.org/Sa6R9Y37	9
French Defense: MacCutcheon Variation, Grigoriev Variation	1. d4 d5 2. Nc3 Nf6 3. Bg5 e6 4. e4 Bb4 5. e5 h6 6. exf6 hxg5 7. fxg7 Rg8 8. h4 gxh4 9. Qg4	https://lichess.org/yDIN004E	17
French Defense: MacCutcheon Variation, Janowski Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Be3	https://lichess.org/qUKwOjvp	11
French Defense: MacCutcheon Variation, Lasker Variation 1	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3	https://lichess.org/H0bkkc5b	12
French Defense: MacCutcheon Variation, Lasker Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4 8. Qg4 g6	https://lichess.org/sfzMqkEw	16
French Defense: MacCutcheon Variation, Tartakower Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Nfd7	https://lichess.org/mdvPooVB	12
French Defense: Alekhine-Chatard Attack	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4	https://lichess.org/Fti3XQUF	11
French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 Bxg5 7. hxg5 Qxg5	https://lichess.org/YGDAxtKO	14
French Defense: Alekhine-Chatard Attack, Breyer Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 c5	https://lichess.org/DWK1ryyT	12
French Defense: Alekhine-Chatard Attack, Maróczy Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 a6	https://lichess.org/oVPrl45N	12
French Defense: Alekhine-Chatard Attack, Spielmann Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 O-O	https://lichess.org/RQF9LSLj	12
French Defense: Alekhine-Chatard Attack, Teichmann Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 f6	https://lichess.org/WvhRgxYM	12
French Defense: Classical Variation, Frankfurt Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8 6. Be3 b6	https://lichess.org/iSBkRjjI	12
French Defense: Classical Variation, Normal Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7	https://lichess.org/mLJR4Lt5	8
French Defense: Classical Variation, Richter Attack 1	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6	https://lichess.org/GViS632m	9
French Defense: Classical Variation, Richter Attack 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5 Be7 7. Qg4	https://lichess.org/tu9LS8Wv	13
French Defense: Classical Variation, Tartakower Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ne4	https://lichess.org/IjRmkTB8	10
French Defense: Classical Variation, Vistaneckis Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8	https://lichess.org/1mJDUACJ	10
French Defense: Classical Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7	https://lichess.org/h59plCC9	12
French Defense: Classical Variation, Alapin Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Nb5	https://lichess.org/uNmI2qLm	13
French Defense: Classical Variation, Pollock Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qg4	https://lichess.org/Q1Qr8Qyx	13
French Defense: Classical Variation, Rubinstein Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qd2	https://lichess.org/NfcYTwCg	13
French Defense: Classical Variation, Stahlberg Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 O-O 8. Nf3 c5 9. Qd2 Nc6 10. O-O-O c4	https://lichess.org/tyVfp7BD	20
French Defense: Classical Variation, Steinitz Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4	https://lichess.org/G5hDUSrj	13
French Defense: Classical Variation, Tarrasch Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Bd3	https://lichess.org/s42CPvJ0	13
French Defense: MacCutcheon Variation, Wolf Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 Nf6 5. Bg5	https://lichess.org/KIgNOX2O	9
French Defense: Winawer Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4	https://lichess.org/fNOTwImo	6
French Defense: Winawer Variation, Alekhine Gambit Accepted	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+	https://lichess.org/pc8yuXcA	10
French Defense: Winawer Variation, Alekhine Gambit, Alatortsev Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Be7 6. Nxe4 Nf6 7. N2g3 O-O 8. Be2 Nc6	https://lichess.org/3T3ayPqR	16
French Defense: Winawer Variation, Alekhine Gambit, Kan Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+ 6. Nxc3 Nc6	https://lichess.org/tqBs3dbk	12
French Defense: Winawer Variation, Alekhine-Maróczy Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2	https://lichess.org/UyQJzZg1	7
French Defense: Winawer Variation, Delayed Exchange Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5	https://lichess.org/V0eThe8v	7
French Defense: Winawer Variation, Exchange Variation, Canal Attack	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5	https://lichess.org/KcFjaVlP	11
French Defense: Winawer Variation, Fingerslip Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2	https://lichess.org/cScetFFZ	7
French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Qxd4	https://lichess.org/DrOIzMTb	10
French Defense: Winawer Variation, Fingerslip Variation, Main Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Nf6 6. Qxg7 Rg8 7. Qh6	https://lichess.org/vll0h2yi	13
French Defense: Winawer Variation, Fingerslip Variation, Schwarz's Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 Ne7 5. Nb1	https://lichess.org/oNULwZtO	9
French Defense: Winawer Variation, Kondratiyev Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd3 c5 5. exd5 Qxd5 6. Bd2	https://lichess.org/3vI9zN1A	11
French Defense: Winawer Variation, Winckelmann-Riemer Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. a3	https://lichess.org/vX6elHfd	7
French Defense: Winawer Variation, Advance Variation 1	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5	https://lichess.org/3HF4I8Sc	7
French Defense: Winawer Variation, Petrosian Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 Qd7	https://lichess.org/8M20lgE7	8
French Defense: Winawer Variation, Advance Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5	https://lichess.org/OSj3VN2K	8
French Defense: Winawer Variation, Advance Variation 3	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3	https://lichess.org/GTaDsHGj	9
French Defense: Winawer Variation, Advance Variation 4	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3 7. Nf3	https://lichess.org/7jFEGtKd	13
French Defense: Winawer Variation, Advance Variation, Moscow Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Qg4	https://lichess.org/1oOKO3Py	9
French Defense: Winawer Variation, Bogoljubov Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2	https://lichess.org/7QIH1Vbm	9
French Defense: Winawer Variation, Bogoljubov Variation, Icelandic Defense	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2 Ne7 6. f4	https://lichess.org/VM0Pn9fN	11
French Defense: Winawer Variation, Maróczy-Wallis Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3	https://lichess.org/xnpau5R7	12
French Defense: Winawer Variation, Retreat Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5	https://lichess.org/OLDBDTaA	10
French Defense: Winawer Variation, Retreat Variation, Armenian Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5 6. b4 cxd4	https://lichess.org/sYfVm5Iu	12
French Defense: Winawer Variation, Advance Variation 5	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3	https://lichess.org/Sa7YphGv	11
French Defense: Winawer Variation, Classical Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qc7	https://lichess.org/tbSpFC9D	12
French Defense: Winawer Variation, Advance Variation 6	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7	https://lichess.org/rWHcIb9n	12
French Defense: Winawer Variation, Advance Variation 7	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. a4	https://lichess.org/0d1pe0X1	13
French Defense: Winawer Variation, Poisoned Pawn Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4	https://lichess.org/Yfc9u7Wd	13
French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Ne2	https://lichess.org/lwjLbTvp	19
French Defense: Winawer Variation, Poisoned Pawn Variation, Paoli Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Kd1	https://lichess.org/AutWsZvR	19
French Defense: Winawer Variation, Positional Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Nf3	https://lichess.org/PMkEXpeg	13
Barnes Opening: Walkerling	1. f3 e5 2. e4 Nf6 3. Bc4	https://lichess.org/6lqASHht	5
Bongcloud Attack	1. e4 e5 2. Ke2	https://lichess.org/yELP47pJ	3
Center Game 1	1. e4 e5 2. d4	https://lichess.org/2NDAxRmF	3
English Opening: The Whale	1. e4 e5 2. c4	https://lichess.org/tdbA9I1s	3
King's Pawn Game	1. e4 e5	https://lichess.org/Z1lleVM8	2
King's Pawn Game: Alapin Opening	1. e4 e5 2. Ne2	https://lichess.org/7jJVm691	3
King's Pawn Game: Bavarian Gambit	1. e4 e5 2. c4 d5	https://lichess.org/74np8loa	4
King's Pawn Game: Beyer Gambit	1. e4 e5 2. d4 d5	https://lichess.org/17Sge8LZ	4
King's Pawn Game: Clam Variation, King's Gambit Reversed	1. e4 e5 2. d3 f5	https://lichess.org/9wFBmFZ2	4
King's Pawn Game: King's Head Opening 1	1. e4 e5 2. f3	https://lichess.org/MZk3MQKQ	3
King's Pawn Game: King's Head Opening 2	1. e4 e5 2. f3 Nf6 3. Nc3	https://lichess.org/qBjV4XaF	5
King's Pawn Game: Leonardis Variation	1. e4 e5 2. d3	https://lichess.org/Qkh5U9qe	3
King's Pawn Game: Macleod Attack	1. e4 e5 2. c3	https://lichess.org/n20uvhoM	3
King's Pawn Game: Macleod Attack, Lasa Gambit	1. e4 e5 2. c3 f5	https://lichess.org/Rmvo63p8	4
King's Pawn Game: Macleod Attack, Norwalde Gambit	1. e4 e5 2. c3 d5 3. Qh5 Bd6	https://lichess.org/J96ujJXc	6
King's Pawn Game: Mengarini's Opening	1. e4 e5 2. a3	https://lichess.org/0pSYvLDJ	3
King's Pawn Game: Napoleon Attack	1. e4 e5 2. Qf3	https://lichess.org/PIXlEgUB	3
King's Pawn Game: Philidor Gambit	1. e4 e5 2. d4 d6 3. dxe5 Bd7	https://lichess.org/2DdIHOKY	6
King's Pawn Game: Tortoise Opening	1. e4 e5 2. Bd3	https://lichess.org/sSDcN5oh	3
King's Pawn Game: Wayward Queen Attack	1. e4 e5 2. Qh5	https://lichess.org/qKmyo2OK	3
King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit	1. e4 e5 2. Qh5 Nf6	https://lichess.org/WZrJUtJ7	4
King's Pawn Game: Wayward Queen Attack, Mellon Gambit	1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5	https://lichess.org/vF4TyMUS	12
King's Pawn Game: Weber Gambit	1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6	https://lichess.org/pcW8SqE3	8
King's Pawn Opening	1. e4 e5 2. b3	https://lichess.org/FXJL6Nrw	3
King's Pawn Opening: Speers	1. e4 e5 2. Qg4 Nf6 3. Qf5	https://lichess.org/8NgJxRO8	5
King's Pawn Opening: Van Hooydoon Gambit	1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4	https://lichess.org/z7eN0bDV	12
Portuguese Opening	1. e4 e5 2. Bb5	https://lichess.org/ZSh6S3WT	3
Portuguese Opening: Miguel Gambit	1. e4 e5 2. Bb5 Bc5 3. b4	https://lichess.org/4gmZNGkP	5
Portuguese Opening: Portuguese Gambit	1. e4 e5 2. Bb5 Nf6 3. d4	https://lichess.org/JebpSPZ8	5
Center Game 2	1. e4 e5 2. d4 exd4 3. Qxd4	https://lichess.org/dfObwHje	5
Center Game Accepted	1. e4 e5 2. d4 exd4	https://lichess.org/joTcqzGL	4
Center Game: Halasz-McDonnell Gambit	1. e4 e5 2. d4 exd4 3. f4	https://lichess.org/mrogskOM	5
Center Game: Halasz-McDonnell Gambit, Crocodile Variation	1. e4 e5 2. d4 exd4 3. f4 Bc5 4. Nf3 Nc6 5. c3	https://lichess.org/W98O5Bea	9
Center Game: Kieseritzky Variation 1	1. e4 e5 2. d4 exd4 3. Nf3	https://lichess.org/LckEbjhx	5
Center Game: Kieseritzky Variation 2	1. e4 e5 2. d4 exd4 3. Nf3 c5	https://lichess.org/9aWvftLG	6
Center Game: Kieseritzky Variation 3	1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4	https://lichess.org/GcXQovQl	7
Center Game: Kieseritzky Variation 4	1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4 b5	https://lichess.org/wL1t1Ab0	8
Center Game: Lanc-Arnold Gambit	1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3	https://lichess.org/U9miqwfi	7
Center Game: Lanc-Arnold Gambit, Schippler Gambit	1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3 dxc3 5. Bc4	https://lichess.org/4b3gvaH6	9
Center Game: Ross Gambit	1. e4 e5 2. d4 exd4 3. Bd3	https://lichess.org/vewIWggC	5
Center Game: von der Lasa Gambit	1. e4 e5 2. d4 exd4 3. Bc4	https://lichess.org/4qJoy3q3	5
Danish Gambit	1. e4 e5 2. d4 exd4 3. c3	https://lichess.org/8Lf40HYE	5
Danish Gambit Accepted	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2	https://lichess.org/Lkvqq0Zt	9
Danish Gambit Accepted: Chigorin Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qe7	https://lichess.org/KWyZFzts	10
Danish Gambit Accepted: Classical Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Nf6	https://lichess.org/LCo0Qo4h	10
Danish Gambit Accepted: Copenhagen Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Bb4+	https://lichess.org/EiC7y5kl	10
Danish Gambit Accepted: Schlechter Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d5	https://lichess.org/4F3b0XX7	10
Danish Gambit Accepted: Svenonius Defense	1. e4 e5 2. d4 exd4 3. c3 Ne7	https://lichess.org/N7ejn4Qn	6
Danish Gambit Declined: Sorensen Defense	1. e4 e5 2. d4 exd4 3. c3 d5	https://lichess.org/PEAygMnw	6
Center Game: Berger Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6	https://lichess.org/z3hGNh8X	8
Center Game: Charousek Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Bb4+ 5. c3 Be7	https://lichess.org/3EXAG9G6	10
Center Game: Hall Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4	https://lichess.org/2Q03R3W2	7
Center Game: Kupreichik Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 Bb4 6. Bd2 O-O 7. O-O-O Re8 8. Bc4 d6 9. Nh3	https://lichess.org/r7ijCYHA	17
Center Game: Normal Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6	https://lichess.org/UGOSIpe9	6
Center Game: Paulsen Attack Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3	https://lichess.org/IMBlWMJM	7
Center Game: l'Hermet Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 f5	https://lichess.org/YjfJtZn4	8
Bishop's Opening	1. e4 e5 2. Bc4	https://lichess.org/kk9HxrfF	3
Bishop's Opening: Anderssen Gambit	1. e4 e5 2. Bc4 b5 3. Bxb5 c6	https://lichess.org/HP0shMC1	6
Bishop's Opening: Boi Variation	1. e4 e5 2. Bc4 Bc5	https://lichess.org/5MLTQm54	4
Bishop's Opening: Calabrese Countergambit	1. e4 e5 2. Bc4 f5	https://lichess.org/uZnIWCMK	4
Bishop's Opening: Calabrese Countergambit, Jaenisch Variation	1. e4 e5 2. Bc4 f5 3. d3	https://lichess.org/DEyZXLkD	5
Bishop's Opening: Four Pawns Gambit	1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1	https://lichess.org/BqghCkAe	17
Bishop's Opening: Khan Gambit	1. e4 e5 2. Bc4 d5	https://lichess.org/tBcqwYyn	4
Bishop's Opening: Lewis Countergambit 1	1. e4 e5 2. Bc4 Bc5 3. c3 d5	https://lichess.org/Fis9qKZ9	6
Bishop's Opening: Lewis Countergambit 2	1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6	https://lichess.org/4tSmwxoM	8
Bishop's Opening: Lewis Countergambit, Walker Variation	1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4	https://lichess.org/ITm1LCo9	9
Bishop's Opening: Lewis Gambit	1. e4 e5 2. Bc4 Bc5 3. d4	https://lichess.org/xMtaw8Jj	5
Bishop's Opening: Lisitsyn Variation	1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2	https://lichess.org/y48NLjCJ	15
Bishop's Opening: Lopez Gambit	1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4	https://lichess.org/jYmwsDQu	9
Bishop's Opening: Lopez Variation	1. e4 e5 2. Bc4 Bc5 3. Qe2	https://lichess.org/OOGT5qcV	5
Bishop's Opening: Lopez Variation, Lopez Gambit	1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4	https://lichess.org/GXDGuglt	7
Bishop's Opening: McDonnell Gambit	1. e4 e5 2. Bc4 Bc5 3. b4	https://lichess.org/RUywyQFp	5
Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit	1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3	https://lichess.org/eAwUPHgj	7
Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit	1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4	https://lichess.org/FBDtvBnw	7
Bishop's Opening: Philidor Counterattack	1. e4 e5 2. Bc4 c6	https://lichess.org/V0eKbJ6y	4
Bishop's Opening: Philidor Variation	1. e4 e5 2. Bc4 Bc5 3. c3	https://lichess.org/HWl8ttFH	5
Bishop's Opening: Pratt Variation	1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O	https://lichess.org/iUzsZ2mq	14
Bishop's Opening: Stein Gambit	1. e4 e5 2. Bc4 Bc5 3. f4	https://lichess.org/X6OrdtfK	5
Bishop's Opening: Thorold Gambit	1. e4 e5 2. Bc4 b5 3. Bxb5 f5	https://lichess.org/MMGpspqm	6
Bishop's Opening: del Rio Variation	1. e4 e5 2. Bc4 Bc5 3. c3 Qg5	https://lichess.org/kavmAxHE	6
Bishop's Opening: Berlin Defense	1. e4 e5 2. Bc4 Nf6	https://lichess.org/4B2cqTZa	4
